number,title,classification,timestamp
2805,"Report 2805: Early morning sighting of creature looking at ""something"" in the snow in Vandalia.",Class A,1975-12-15T12:00:00Z
3474,"Report 3474: One sighting in October near a cabin, then another incident six months later less than a mile away from the first incident",Class A,1989-10-15T12:00:00Z
3521,"Report 3521: Deer hunter sees large hairy black creature that ""plays peekaboo"" near Webster.",Class A,2000-11-15T12:00:00Z
4099,Report 4099: Daytime sighting by two arrowhead hunters near Gulfport.,Class A,2004-11-26T12:00:00Z
8696,Report 8696: Nighttime sighting of gray upright animal near Kewanee,Class A,1999-09-15T12:00:00Z
10037,Report 10037: Youth has daylight sighting in corn field near Rock Falls.,Class A,2004-12-22T12:00:00Z
10197,Report 10197: Two squirrel hunters have sighting near Shoal Creek.,Class A,1992-09-14T12:00:00Z
10535,Report 10535: Two teens have daylight sighting near Alton.,Class A,2004-07-08T12:00:00Z
10892,Report 10892: Youth has daylight sighting in swampy area near Canton Lake.,Class A,1980-04-12T12:00:00Z
10910,Report 10910: Hunter has daylight sighting near Sandoval.,Class A,1989-10-14T12:00:00Z
11273,Report 11273: Youth has sighting along abandoned railroad line on edge of West Frankfort.,Class A,1979-08-17T12:00:00Z
11831,Report 11831: Snake hunter has daytime sighting near Seneca.,Class A,2005-06-02T12:00:00Z
11911,Report 11911: Campers have lengthy nightime encounter near Seneca.,Class A,1983-07-23T12:00:00Z
12140,Report 12140: Two teenagers have sighting east of Seneca,Class A,1979-06-09T12:00:00Z
12439,Report 12439: Three men have daylight sighting near Seneca,Class A,2005-06-10T12:00:00Z
12984,Report 12984: Nighttime sighting by motorists east of Carpentersville,Class A,1968-09-28T12:00:00Z
14404,Report 14404: Several sightings and strange occurences near a residence west of Goodwine,Class A,2003-09-06T12:00:00Z
14872,Report 14872: Nightime sighting and possible footprints found by homeowner near Edwardsville,Class A,2006-06-08T12:00:00Z
15007,Report 15007: Daylight sighting by resident near Vermont Lake,Class A,2004-09-11T12:00:00Z
15251,Report 15251: Multiple witness motorist sighting on Rt 36 east of Riverton.,Class A,1995-12-15T12:00:00Z
15347,Report 15347: Deer hunter has early morning sighting from tree stand near Pearl City,Class A,2003-10-26T12:00:00Z
19910,Report 19910: Nightime sighting by property owner near Kishwaukee River.,Class A,1994-10-22T12:00:00Z
23104,Report 23104: Motorist and son observe road crossing near Spitler Woods State Park,Class A,2006-10-05T12:00:00Z
23395,Report 23395: Deer hunters have close sighting along Dry Fork Creek.,Class A,2006-10-16T12:00:00Z
23418,Report 23418: Camper has nighttime sighting outside of Bunker Hill,Class A,1994-07-04T12:00:00Z
23949,Report 23949: Turkey hunter has early morning sighting near Rozetta,Class A,2008-05-03T12:00:00Z
24147,Report 24147: Creature seen at a flooded rock quarry near Hampton,Class A,1969-09-01T12:00:00Z
24354,Report 24354: Hunter has sighting from his deer stand near Detroit,Class A,2007-11-16T12:00:00Z
24544,Report 24544: Motorist has a nighttime sighting near Karnak.,Class A,1999-10-02T12:00:00Z
24997,Report 24997: Hiker has nighttime sighting near Carlyle,Class A,2007-10-27T12:00:00Z
25267,Report 25267: Memory told of a sasquatch standing in headlights on Christmas Eve west of St. Jacob,Class A,1980-12-24T12:00:00Z
25273,"Report 25273: Possible sighting, wood knocks and vocalizations west of Girard",Class A,2008-11-08T12:00:00Z
25809,Report 25809: Resident has recent daylight sighting while retrieving cattle near Godfrey,Class A,2009-04-08T12:00:00Z
26905,Report 26905: Fisherman has closeup encounter with a juvenile near Kankakee,Class A,1973-05-13T12:00:00Z
27374,Report 27374: Man remembers his daytime sighting as a youth living south of Hennepin,Class A,1986-11-29T12:00:00Z
28110,Report 28110: Night fisherman has sighting at Clinton Lake boat docks,Class A,2009-06-27T12:00:00Z
28423,Report 28423: Man recalls his face to face daylight encounter in Siloam Springs State Park,Class A,1972-10-29T12:00:00Z
28429,Report 28429: Deer hunter has sighting at dusk near Jubilee College State Park,Class A,2007-10-27T12:00:00Z
28484,Report 28484: Vocalizations and a sighting with a spotlight near Murrayville,Class A,2006-07-22T12:00:00Z
28516,Report 28516: Memory told of a daytime sighting near Edwardsville,Class A,1978-10-21T12:00:00Z
28533,Report 28533: Daylight sighting by a motorist near Lake Jacksonville,Class A,2005-11-19T12:00:00Z
28534,Report 28534: Runner has sighting near home south of Jacksonville,Class A,2006-08-26T12:00:00Z
28545,Report 28545: Man tells of the strange occurrences and his sighting as a teenager near Buckhart,Class A,1976-09-18T12:00:00Z
28568,Report 28568: Nighttime sighting near a dumpster by a bicyclist in Canton,Class A,2010-10-17T12:00:00Z
28703,Report 28703: Motorist has daylight sighting southwest of Taylorville,Class A,2008-09-28T12:00:00Z
28714,Report 28714: Memory told of seeing a bigfoot on the side of a road along Middle Branch Creek,Class A,1969-08-09T12:00:00Z
28728,Report 28728: Daylight sighting by a motorist near Brookfield Zoo,Class A,2010-11-16T12:00:00Z
28899,Report 28899: Father and son have daylight sighting on Illinois Rt 48 near Taylorville,Class A,2008-05-05T12:00:00Z
28936,Report 28936: Daytime sighting by a motorist east of Seneca,Class A,2009-06-24T12:00:00Z
28940,Report 28940: Motorist has night-time sighting near bridge just south of Seneca,Class A,2011-02-24T12:00:00Z
29165,Report 29165: Possible observations using thermal imager southeast of Equality,Class A,2011-04-15T12:00:00Z
29265,Report 29265: Motorists have sighting at night near Otterville,Class A,2008-05-23T12:00:00Z
29287,Report 29287: Memory told of a daylight sighting as a youth near Fenton,Class A,2000-04-07T12:00:00Z
30003,Report 30003: Late night encounter by a motorcyclist outside of Marseilles,Class A,2011-07-18T12:00:00Z
30203,Report 30203: Nighttime sighting by motorists along I-55 near Lincoln,Class A,2004-10-30T12:00:00Z
30367,Report 30367: Memories told of encounters experienced by a family living near Villa Grove,Class A,1964-11-07T12:00:00Z
30896,Report 30896: Second nighttime sighting by motorcyclist north of Marseilles,Class A,2011-10-20T12:00:00Z
31858,Report 31858: Motorists have nighttime sighting on outskirts of Lawrenceville,Class A,2011-12-19T12:00:00Z
31968,Report 31968: Midday observation by young hunters near Glasford,Class A,1985-01-12T12:00:00Z
32162,Report 32162: Recollection of daylight sighting as youth near Victoria,Class A,1973-06-09T12:00:00Z
32400,Report 32400: Jogger has daylight sighting on Prairie Trail near Algonquin,Class A,2008-09-13T12:00:00Z
32616,Report 32616: Hiker has nighttime sighting in Harris Forest Preserve.,Class A,2012-01-05T12:00:00Z
33638,Report 33638: Woman recalls her night time sighting while fishing behind her home near Columbia,Class A,1991-11-16T12:00:00Z
33859,Report 33859: Woman recalls daylight sighting north of Marseilles,Class A,1987-07-11T12:00:00Z
34728,Report 34728: Recollection of a daylight sighting as a youth in Riverton,Class A,1996-10-12T12:00:00Z
35427,Report 35427: Family has daylight sighting while fishing on Rend Lake,Class A,2012-05-14T12:00:00Z
36246,Report 36246: Hiker has daylight sighting near Olive Branch.,Class A,2011-10-10T12:00:00Z
36306,Report 36306: Motorist has daytime sighting near railroad tracks west of Murphysboro,Class A,2011-03-05T12:00:00Z
36406,Report 36406: Daylight sighting by a camper in Argyle Lake State Park,Class A,2012-08-09T12:00:00Z
36667,Report 36667: Memory told of encounters on a farm near Ottawa.,Class A,1986-01-01T12:00:00Z
37522,Report 37522: Homeowner recalls night time sighting in NW Decatur,Class A,1980-11-08T12:00:00Z
37697,Report 37697: Memory told of a sighting at dawn while deer hunting north of Hettick.,Class A,1993-11-20T12:00:00Z
37856,Report 37856: Close encounter at night by a motorist near Mt.Carmel,Class A,2010-10-19T12:00:00Z
38395,Report 38395: Motorists have nighttime sighting north of Matteson.,Class A,2012-12-20T12:00:00Z
39267,Report 39267: Motorist reports his second sighting near railroad tracks west of Murphysboro,Class A,2012-03-06T12:00:00Z
40075,Report 40075: Daylight sighting along levee in East Peoria,Class A,2013-02-26T12:00:00Z
40457,Report 40457: Memory told of a close encounter by motorists just north of Rushville,Class A,2000-01-09T12:00:00Z
41318,Report 41318: Memory told of roadside sighting at night south of Rantoul,Class A,1975-10-11T12:00:00Z
41718,Report 41718: Motorcyclist has daylight sighting south of Kellerville,Class A,2013-06-22T12:00:00Z
41916,Report 41916: Memory told of daylight sighting while mushroom hunting along Happy Hollow Road near Gorham,Class A,1978-04-21T12:00:00Z
42140,Report 42140: Hiker has daylight sighting in Goodenow Grove Nature Preserve,Class A,2009-10-10T12:00:00Z
42794,Report 42794: Memory told of a nighttime highway crossing near Stewardson,Class A,1998-09-28T12:00:00Z
42945,Report 42945: Memory told of a daylight sighting along railroad tracks east of Plumfield,Class A,2013-11-24T12:00:00Z
43148,Report 43148: Hiker has close daylight sighting in Beall Woods State Park,Class A,2013-10-23T12:00:00Z
43348,Report 43348: Memory told of sighting at night along SR 108 near Hagaman,Class A,2014-05-14T12:00:00Z
43619,Report 43619: Motorist has twilight sighting south of Oquawka.,Class A,2014-05-12T12:00:00Z
44003,Report 44003: Close encounter while fishing remembered near Giant City State Park,Class A,2014-05-14T12:00:00Z
44649,Report 44649: Memory told of a daytime sighting on a farm south of Rock Falls,Class A,2014-05-12T12:00:00Z
46439,Report 46439: Motorists have night time sighting near edge of Altona,Class A,2014-09-05T12:00:00Z
46494,Report 46494: Memory told of a daytime sighting in Schiller Woods,Class A,1967-08-15T12:00:00Z
46878,Report 46878: Hiker has a daylight sighting in Buffalo Rock State Park,Class A,2014-10-10T12:00:00Z
47249,Report 47249: Motorist has dusk sighting west of Galesburg,Class A,2015-01-12T12:00:00Z
47403,Report 47403: Deer hunter has daylight encounters and attempts to take photos east of Findlay,Class A,2014-12-30T12:00:00Z
47649,Report 47649: Truck driver has a daylight sighting west of Ellisville.,Class A,2005-07-15T12:00:00Z
47776,Report 47776: Nighttime sighting by homeowner in Lake in the Hills,Class A,2017-01-22T12:00:00Z
47911,Report 47911: Memory told of a nighttime road crossing near Coal City,Class A,2017-01-22T12:00:00Z
49302,Report 49302: Memory told of nighttime sighting by motorists on New Douglas Road,Class A,2017-01-25T12:00:00Z
49954,Report 49954: Memory told of encounter at a remote cabin at Sandy Run,Class A,2015-10-11T12:00:00Z
55706,Report 55706: Memory told of daytime encounter near Farmdale Park,Class A,2016-10-03T12:00:00Z
55934,Report 55934: Nighttime sighting near Sunset Lake west of Girard,Class A,2017-01-20T12:00:00Z
6094,Report 6094: Child has sighting in cornfield near Sheridan.,Class A,1973-09-08T12:00:00Z
8438,Report 8438: Youths have nighttime sighting near North Webster,Class A,2003-10-11T12:00:00Z
9245,Report 9245: Family has several sightings at a summer cabin near Winamac.,Class A,2005-01-22T12:00:00Z
9642,Report 9642: Motorist has daylight sighting of two animals east of Waubee Lake.,Class A,2005-01-21T12:00:00Z
10153,Report 10153: Motorist has nighttime sighting of animal in soybean field near Flat Rock,Class A,2005-01-23T12:00:00Z
10538,Report 10538: Youths have daylight sighting near Westfield,Class A,1973-07-10T12:00:00Z
10678,Report 10678: Youth has daylight sighting near New Pekin.,Class A,1999-06-12T12:00:00Z
13242,Report 13242: Hunter has daylight sighting near Nineveh,Class A,2002-05-11T12:00:00Z
14336,Report 14336: Old newspaper article (The Hammond Times) mentioning sightings near Boonville,Class A,1937-08-16T12:00:00Z
19588,Report 19588: Nighttime sighting by motorists near Turkey Run State Park,Class A,1997-10-01T12:00:00Z
21821,Report 21821: Daytime Sighting by Caver West of Lake Monroe,Class A,1979-11-01T12:00:00Z
24815,Report 24815: Man recalls his observation of a creature crossing a road while hunting in the Morgan-Monroe State Forest,Class A,1988-11-30T12:00:00Z
25189,Report 25189: Husband and wife recall daytime sighting while their boys swam in Tipsaw Lake near Leopold,Class A,1981-06-15T12:00:00Z
25454,Report 25454: Man remembers observing creature taking food while camping near Manchester,Class A,1984-08-01T12:00:00Z
25793,Report 25793: Campers have campsite visitor on two separate occasions near Campbellsburg,Class A,1997-08-01T12:00:00Z
26587,Report 26587: Woman recalls afternoon sighting near the outskirts of Marion.,Class A,1975-07-15T12:00:00Z
28803,Report 28803: Hunter has possible encounter near Huntington Reservoir,Class A,1997-11-01T12:00:00Z
29032,Report 29032: Memory told of a mid-afternoon encounter along the Flatrock River,Class A,1977-06-15T12:00:00Z
49467,Report 49467: ATV rider has close encounter at night near Patronville (with an artist's sketch),Class A,2008-09-20T12:00:00Z
564,Report 564: Witness observes sasquatch run along treeline,Class A,1996-05-01T12:00:00Z
1311,Report 1311: Daylight sighting by two moto-cross riders,Class A,1980-07-20T12:00:00Z
1312,"Report 1312:  Chief of police in Chetopa finds two and a half miles of tracks that measured 17 inches in length, 5 5/8 in width. Thousands of curious people came out to look at the tracks. The incident was reported on the local TV news",Class A,1978-02-23T12:00:00Z
1314,"Report 1314: Large, dark figure seen standing down by the mailbox.",Class A,1998-10-15T12:00:00Z
1315,Report 1315: Couple reported being stalked while walking along a dark country road.,Class A,2001-01-18T12:00:00Z
1325,"Report 1325: Fisherman hears heavy breathing ,turns and sees tall man-like creature",Class A,1978-07-10T12:00:00Z
1326,Report 1326: Early morning sighting by a hunter,Class A,1975-11-15T12:00:00Z
1330,Report 1330: Motorist's sighting results in a collision.,Class A,1960-01-01T12:00:00Z
1332,"Report 1332: newspaper article about a sighting by a jogger. Later, a sherif deputy found a track at the scene of the incident.",Class A,1977-11-25T12:00:00Z
2033,Report 2033: Photographer has daytime sighting in woods near Lawrence,Class A,2005-01-26T12:00:00Z
7709,Report 7709: Close roadside encounter of juvenile biped animal near South Haven,Class A,2005-01-27T12:00:00Z
10660,Report 10660: Motorist has nighttime sighting of animal east of Lebo,Class A,1974-11-09T12:00:00Z
12067,Report 12067: Youth has sighting while fishing on Kansas River near Topeka,Class A,1978-07-08T12:00:00Z
25860,Report 25860: Early morning driver spots bipedal animal eating corn near Little John Creek near Dunlap,Class A,2009-08-10T12:00:00Z
32256,Report 32256: Soldier on leave has a daylight sighting while fishing near Bennington,Class A,2011-05-05T12:00:00Z
35828,Report 35828: Two sightings within a week of each other east of Pratt,Class A,2012-06-29T12:00:00Z
38440,Report 38440: Woman driving at night hits a man-like animal near Mayetta,Class A,2012-10-15T12:00:00Z
40035,Report 40035: Memory told of a dusk sighting as a passenger in traffic on I-35 outside Wichita,Class A,2003-11-15T12:00:00Z
43843,Report 43843: Observation of a Bigfoot eating mussels on the Ninnescah River,Class A,2011-04-01T12:00:00Z
44721,Report 44721: Motorist nearly collides with a large white animal at night near McPherson,Class A,2014-03-29T12:00:00Z
47267,Report 47267: Motorists observe a tall white/grey biped and red eyes north of Hays,Class A,2014-11-14T12:00:00Z
48012,Report 48012: Retired cop sees a large hairy biped dash right in front of his car near Kansas City,Class A,2015-02-10T12:00:00Z
317,"Report 317: Sighting by a courier near Benton, across from a log cabin on Cole Cemetery Road",Class A,1990-04-15T12:00:00Z
912,"Report 912: While observing a footprint,  youth looks off the path to see shiny haired creature looking at him",Class A,1978-08-15T12:00:00Z
1024,Report 1024: An account of bigfoot tool use,Class A,1953-10-01T12:00:00Z
1045,Report 1045: Father and son have a daylight encounter while deer hunting near Lawrenceburg,Class A,2005-01-09T12:00:00Z
1265,"Report 1265: Sighting of 8-foot tall, upright creature",Class A,2001-01-04T12:00:00Z
1488,"Report 1488: Young man sees BF run across a clearing, friend sees part of it",Class A,1999-09-15T12:00:00Z
2155,Report 2155: Woman describes creature she observed from window,Class A,2004-04-21T12:00:00Z
2363,Report 2363: Late night sighting by motorists along Highway 121,Class A,1993-01-20T12:00:00Z
2364,Report 2364: Two teenage boys encounter a white ape-like animal,Class A,1958-12-31T12:00:00Z
2367,Report 2367: Unusual screams and two sightings near Shady Grove,Class A,1997-10-01T12:00:00Z
2368,Report 2368: Hiker has detailed sighting on Bear Mountain.,Class A,1993-07-01T12:00:00Z
2381,Report 2381: Boy has evening sighting while bike riding with brothers near Booneboro River,Class A,1976-08-01T12:00:00Z
2382,Report 2382: Man fires shots at an unidentified man or animal near his back porch. Later he finds frozen meat littered about his back yard,Class A,1980-10-11T12:00:00Z
2383,"Report 2383: Tall, hairy creature observed standing near a hitching post near family barn..",Class A,1978-09-30T12:00:00Z
2390,Report 2390: Bow hunter encounters large bipedal animal with a short neck and long arms,Class A,1972-10-01T12:00:00Z
2391,Report 2391: Strange noises followed by strong odor and glimpse of large bipedal animal,Class A,1991-07-01T12:00:00Z
2425,Report 2425: Family has evening sighting in Mayslick,Class A,1980-10-07T12:00:00Z
2426,Report 2426: Early morning sighting by truck driver on I-68. Local police make report,Class A,1980-11-05T12:00:00Z
2428,Report 2428: Witness has sighting next to his home in Madison Co,Class A,1973-08-01T12:00:00Z
2430,"Report 2430:  Incident near a horse corral in the mountains of eastern Kentucky, 10 miles north of Hazard.",Class A,1977-07-01T12:00:00Z
2435,Report 2435: Several people witness 7 to 8 foot tall creature on an old mining road,Class A,1994-10-15T12:00:00Z
3253,"Report 3253: Mother and her son see a tall, hairy, bipedal creature cross the road in two steps",Class A,1998-08-15T12:00:00Z
5678,Report 5678: Woman recalls childhood sighting near Warfield,Class A,1950-07-01T12:00:00Z
5881,Report 5881: Man observes sasquatch looking at him along Highway 92 near Pine Knot,Class A,2003-02-20T12:00:00Z
6210,Report 6210: School bus drivers have two daylight sightings near Vanceburg.,Class A,2005-02-05T12:00:00Z
7023,Report 7023: Deer hunter has early morning sighting near Blaine,Class A,2005-02-09T12:00:00Z
8517,Report 8517: Pedestrian has nighttime sighting along the Red River,Class A,2004-04-20T12:00:00Z
8715,Report 8715: Motorist has nighttime sighting of animal along Interstate 75.,Class A,2005-02-02T12:00:00Z
10556,Report 10556: Two miners have nighttime sighting near Louellen,Class A,1981-02-02T12:00:00Z
11966,Report 11966: Ginseng hunters have daytime sighting near Blaine.,Class A,2003-07-03T12:00:00Z
11998,Report 11998: Woman in parked car has nighttime sighting along the Ohio River,Class A,1996-11-15T12:00:00Z
12641,Report 12641: Mussel poachers have night time encounter near Lake Barkley.,Class A,1996-10-15T12:00:00Z
13289,Report 13289: Daytime sighting near Canton on State Route 164,Class A,2005-07-15T12:00:00Z
18174,Report 18174: Small gorilla-type animal seen at dusk along the Laurel River near London,Class A,2005-07-20T12:00:00Z
18297,Report 18297: Man recalls face to face childhood encounter near London,Class A,1991-04-15T12:00:00Z
21142,Report 21142: Daylight sighting interrupts hunters at an old mining area near Earlington,Class A,1990-10-15T12:00:00Z
22981,Report 22981: Motorcyclist has up-close sighting near Beech Grove,Class A,2006-07-12T12:00:00Z
23293,Report 23293: Tall creature with red eyes tries to hide from two boys near Chenoa,Class A,1982-10-15T12:00:00Z
24131,Report 24131: Large bipedal animal strolls past home near the Daniel Boone National Forest,Class A,2006-12-22T12:00:00Z
24674,Report 24674: BFRO Investigator videotapes encounter in Daniel Boone National Forest,Class A,2008-06-14T12:00:00Z
24800,Report 24800: Woman remembers a shaggy white-haired creature watching her while she walked her dog outside Richwood,Class A,1994-07-15T12:00:00Z
25242,Report 25242: Man recalls being chased by a sasquatch while riding his bike near Waco,Class A,1983-09-15T12:00:00Z
26173,Report 26173: Daylight sighting while riding a 4-wheeler near Franklin,Class A,2007-08-15T12:00:00Z
26605,Report 26605: Man recalls early morning sighting while squirrel hunting near Salyersville,Class A,1972-09-30T12:00:00Z
27024,Report 27024: Late afternoon road crossing sighting by motorists near Masonville,Class A,2007-05-01T12:00:00Z
27551,Report 27551: Late night encounter at a farm near Crab Orchard,Class A,2009-08-31T12:00:00Z
27941,Report 27941: Man recalls his early morning sighting driving to work near Chloe,Class A,1994-04-18T12:00:00Z
27955,Report 27955: Man recalls his sighting of a bigfoot near Lawrenceburg,Class A,1982-11-15T12:00:00Z
28575,Report 28575: Bipedal creature observed on a cliff outside Pikeville,Class A,2005-04-15T12:00:00Z
30198,Report 30198: Man tells of his two encounters 30 years apart,Class A,1983-08-01T12:00:00Z
30673,Report 30673: Family endures confrontation while camping in front yard near Fort Knox,Class A,2007-09-15T12:00:00Z
31368,Report 31368: Nighttime sighting by motorcyclist near Petersburg,Class A,2011-09-15T12:00:00Z
33187,Report 33187: Dual sighting in late afternoon by deer hunter in tree stand near Lawrenceburg,Class A,2011-11-15T12:00:00Z
33322,Report 33322: Nighttime sighting while leaving Lake Barkley State Park,Class A,2010-08-15T12:00:00Z
34725,Report 34725: Ginseng hunter has an unexpected encounter near Blaine,Class A,2003-08-16T12:00:00Z
38122,Report 38122: Nighttime sighting outside a residence north of Hayes Cemetery near Grayson,Class A,2012-12-08T12:00:00Z
38980,Report 38980: Teen on four-wheeler has sighting on family property near Wallins,Class A,2013-01-10T12:00:00Z
40278,Report 40278: Hunter in a ghillie suit on Pine Mountain has a close encounter,Class A,2006-12-09T12:00:00Z
48811,Report 48811: Four-wheeler riders are observed by a tall white biped at dusk near Philpot,Class A,2015-09-01T12:00:00Z
51739,Report 51739: Memory told of seeing the neighbor's dog going after a hairy biped while squirrel hunting near Greenup,Class A,1990-09-09T12:00:00Z
55870,Report 55870: Sightings and constant activity at a home near Campbellsville,Class A,2017-01-29T12:00:00Z
514,Report 514: Early evening sighting by motorist near Sorrento,Class A,2000-10-23T12:00:00Z
1313,Report 1313:  creature walked directly towards witness.,Class A,1987-11-15T12:00:00Z
1458,"Report 1458: A motorist observed a hunched over, brownish-red creature crossing the road #2. Cast made of a 12"" track, only a couple of days old, that was found 1/2 to 3/4 of a mile into the woods by BFRO investigator Scott Kessler",Class A,2000-04-05T12:00:00Z
1459,Report 1459: Witness looked  up into the eyes of Bigfoot,Class A,1978-07-15T12:00:00Z
1460,Report 1460: Two Large Creatures Were Seen Coming Out of Creek,Class A,1977-07-15T12:00:00Z
1461,Report 1461: Witnesses saw Creature next to a Broken Tree,Class A,1981-06-01T12:00:00Z
1501,"Report 1501: Two witnesses see a large, black creature while loading firewood on a truck",Class A,1977-11-15T12:00:00Z
1502,"Report 1502: Five year old boy approached by a large, bi-pedal animal covered in dark hair",Class A,1979-07-15T12:00:00Z
1536,Report 1536: Two teenage deer hunters have encounter while hunting,Class A,2000-11-18T12:00:00Z
1537,Report 1537: Forest Service surveyor finds over 20 large foot prints along a forest service road,Class A,1996-12-06T12:00:00Z
3631,"Report 3631: Late afternoon sighting by motorists, off I-49 20 miles south of Natchitoches",Class A,1993-03-05T12:00:00Z
3777,Report 3777: Logger has two encounters over three day period,Class A,2000-08-22T12:00:00Z
5609,Report 5609: Child has encounter while looking at the night sky,Class A,1985-07-01T12:00:00Z
6530,Report 6530: Child has encounter while playing near a creek,Class A,1982-06-05T12:00:00Z
7236,Report 7236: Pre-teens encounter 2 ape like creatures while exploring the woods,Class A,1980-07-05T12:00:00Z
7715,Report 7715: Duck hunters have early morning encounter,Class A,1972-10-14T12:00:00Z
9567,Report 9567: While taking dog outside witness sees large bipedal shadow next to his shed,Class A,2003-11-12T12:00:00Z
13350,Report 13350: Hunter observes upright hairy creature in the Kisatchie National Forest,Class A,2005-12-22T12:00:00Z
23227,Report 23227: Daylight sighting by squirrel hunter outside Sarepta,Class A,1971-11-12T12:00:00Z
23745,Report 23745: Man recounts boyhood sighting at home near Jigger,Class A,1980-06-15T12:00:00Z
26124,Report 26124: Man recalls seeing a large creature walk across his yard near Tioga,Class A,1980-10-15T12:00:00Z
48665,Report 48665: Woman has clear daytime view of a large Biped,Class A,2015-05-11T12:00:00Z
56107,Report 56107: Memory told of a nighttime sighting while working as a police officer answering a prowler call in Marrero,Class A,1970-05-15T12:00:00Z
8717,Report 8717: Snowmobilers have daylight sighting near Ashburnham,Class A,1977-12-17T12:00:00Z
23732,Report 23732: Sundown sighting by motorists near Rhode Island state border,Class A,2008-05-15T12:00:00Z
26277,Report 26277: Night sighting by a motorist near Freetown,Class A,2010-07-06T12:00:00Z
44263,Report 44263: Road crossing and a close call with a vehicle during the day outside Hanson,Class A,2013-06-25T12:00:00Z
49697,Report 49697: Daytime sighting while traveling on US-7 North of Williamstown,Class A,2015-09-05T12:00:00Z
27702,Report 27702: Man recalls seeing a tall dark creature behind his house at dusk near Laurel,Class A,2010-08-15T12:00:00Z
31814,Report 31814: Memories told of several incidents including an observation through a rifle scope while target practicing outside Street,Class A,1993-09-15T12:00:00Z
810,"Report 810: witness describes an ""ape-like"" creature along a road.",Class A,1997-11-15T12:00:00Z
815,"Report 815: Witness observes strange ""monkey-like"" animal from bedroom window.",Class A,1987-08-15T12:00:00Z
1811,"Report 1811: Witness and cousin see ""hairy brown man-like creature"" watching them",Class A,1977-09-15T12:00:00Z
2787,Report 2787: Horseback rider has close range sighting in jackpine forest,Class A,1991-08-01T12:00:00Z
2830,Report 2830: BF shakes bush and screams at 2 hunters,Class A,1972-11-15T12:00:00Z
2953,Report 2953: 2 witnesses see a BF at night in the headlights,Class A,2001-08-07T12:00:00Z
4325,"Report 4325: Nighttime sighting by three in car, near Mt. Pleasant",Class A,1990-10-20T12:00:00Z
4414,"Report 4414: Nighttime sighting by four witnesses, near Plainwell",Class A,2002-05-26T12:00:00Z
4502,Report 4502: Late night sighting by motorist on 19 Mile Rd. near Greenville,Class A,2002-06-12T12:00:00Z
4613,Report 4613: Two firefighters have near collision with animal north of Houghton Lake.,Class A,1980-08-12T12:00:00Z
5280,Report 5280: Two cars stop to let pair of BF cross the road.,Class A,2002-11-07T12:00:00Z
5321,"Report 5321: Having morning coffee and looking out the window, man sees tall black ""ape"" walking in his woods.",Class A,1999-02-15T12:00:00Z
5652,Report 5652: Apelike creature seen by children on a sand dune near Caseville,Class A,1965-07-15T12:00:00Z
7096,Report 7096: Bikers have daylight sighting near Marquette.,Class A,1996-07-14T12:00:00Z
7399,Report 7399: Large Hairy Arm Knocks in Window Screen,Class A,1977-05-15T12:00:00Z
7408,"Report 7408: Bigfoot tries to hide under brush, leaves legs exposed",Class A,2003-11-15T12:00:00Z
8389,Report 8389: Young man sees strange animal running down road under streetlight.,Class A,2004-03-27T12:00:00Z
9872,Report 9872: Sisters have nighttime sighting near Buckley.,Class A,1998-08-10T12:00:00Z
10151,Report 10151: Motorist has nighttime sighting of animal near Marshall.,Class A,1974-09-16T12:00:00Z
10904,Report 10904: Deer hunter watches large bipedal animal in Rifle River State Park.,Class A,2003-11-17T12:00:00Z
15187,"Report 15187: Resident reports numerous incidents in his neighborhood outside Allen, near borders of MI, IN and OH",Class A,2006-04-11T12:00:00Z
15479,Report 15479: Daylight sighting in woods behind high school outside Houghton Lake,Class A,1999-04-14T12:00:00Z
19938,Report 19938: Teenager views runner covered in hair near Michigamme,Class A,1971-07-15T12:00:00Z
20002,Report 20002: Afternoon highway crossing near Felch,Class A,1965-07-01T12:00:00Z
20100,Report 20100: Daylight sighting by hunters near Gwinn (Upper Peninsula),Class A,1990-10-01T12:00:00Z
20173,"Report 20173: Motorist describes nighttime sighting/encounter in headlights on US-2, west of St. Ignace",Class A,1979-06-01T12:00:00Z
20202,Report 20202: Motorist sighting on County Road 426 between Cornell and Watson,Class A,1982-10-01T12:00:00Z
20423,Report 20423: Sighting by two teenagers in woods near Albion,Class A,1979-10-18T12:00:00Z
20457,Report 20457: Nighttime sighting by Air Force personnel near Seney National Wildlife Refuge,Class A,1977-01-01T12:00:00Z
21271,Report 21271: Man describes road sighting in teen years near Pine Stump Junction,Class A,1986-07-01T12:00:00Z
21792,Report 21792: Night Time Sighting by Motorist - South of Lupton,Class A,2008-10-22T12:00:00Z
22802,Report 22802: Man recalls spotting a sasquatch watching him while hunting deer north of Grand Rapids,Class A,2008-10-06T12:00:00Z
22973,Report 22973: Young ape-like creature seen squatting on a tree limb near Shingleton,Class A,1993-06-07T12:00:00Z
23481,Report 23481: Juvenile Bigfoot crosses road and clears a fence near Fowlerville,Class A,1978-07-01T12:00:00Z
23530,Report 23530: Man recalls childhood incident near Grayling,Class A,1973-05-01T12:00:00Z
23929,Report 23929: Dusk sighting by two women near Three Lakes (w/sketch by artist),Class A,1970-09-01T12:00:00Z
24127,Report 24127: Partridge hunter has a daylight sighting while driving from Germfask,Class A,2002-09-15T12:00:00Z
